index,A,B,ground_truth,celeb_id
138,lfw_Gian_Marco_Gian_Marco_0002.jpg,lfw_Guy_Ritchie_Guy_Ritchie_0001.jpg,different,Gian_Marco_Guy_Ritchie
139,casia_002362_00156560.jpg,casia_004440_00256171.jpg,different,004440_002362
140,celeba_5670_050887.jpg,celeba_8545_007524.jpg,different,8545_5670
141,vggface2_n000081_0188_02.jpg,vggface2_n000110_0280_01.jpg,different,n000110_n000081
142,vggface2_n000006_0311_01.jpg,vggface2_n000420_0274_01.jpg,different,n000420_n000006
143,casia_000089_00013913.jpg,casia_005618_00308945.jpg,different,005618_000089
144,celeba_58_102100.jpg,celeba_9419_010767.jpg,different,9419_58
145,lfw_Colin_Powell_Colin_Powell_0191.jpg,lfw_Sarah_Hughes_Sarah_Hughes_0003.jpg,different,Sarah_Hughes_Colin_Powell
146,lfw_Queen_Beatrix_Queen_Beatrix_0003.jpg,lfw_Zinedine_Zidane_Zinedine_Zidane_0004.jpg,different,Zinedine_Zidane_Queen_Beatrix
147,celeba_10062_197718.jpg,celeba_7587_115910.jpg,different,7587_10062
148,vggface2_n000318_0194_04.jpg,vggface2_n000318_0067_01.jpg,same,n000318
149,celeba_5702_002051.jpg,celeba_9734_112359.jpg,different,9734_5702
150,casia_008047_00408225.jpg,casia_010373_00485684.jpg,different,010373_008047
151,vggface2_n000220_0152_01.jpg,vggface2_n000312_0013_01.jpg,different,n000312_n000220
152,lfw_George_Clooney_George_Clooney_0003.jpg,lfw_Robert_Evans_Robert_Evans_0003.jpg,different,Robert_Evans_George_Clooney
153,vggface2_n000115_0192_01.jpg,vggface2_n000313_0086_02.jpg,different,n000313_n000115
154,casia_001419_00112066.jpg,casia_003889_00228797.jpg,different,001419_003889
155,vggface2_n000279_0089_01.jpg,vggface2_n000306_0047_01.jpg,different,n000306_n000279
156,lfw_Keanu_Reeves_Keanu_Reeves_0011.jpg,lfw_Rick_Carlisle_Rick_Carlisle_0002.jpg,different,Rick_Carlisle_Keanu_Reeves
157,celeba_10142_128066.jpg,celeba_5785_196733.jpg,different,10142_5785
158,lfw_Ann_Veneman_Ann_Veneman_0002.jpg,lfw_Winona_Ryder_Winona_Ryder_0023.jpg,different,Ann_Veneman_Winona_Ryder
159,casia_006575_00352160.jpg,casia_009679_00464239.jpg,different,009679_006575
160,celeba_2260_063928.jpg,celeba_2810_164482.jpg,different,2260_2810
161,vggface2_n000088_0093_02.jpg,vggface2_n000090_0248_01.jpg,different,n000090_n000088
162,celeba_1326_001704.jpg,celeba_5983_129599.jpg,different,5983_1326
163,vggface2_n000309_0155_01.jpg,vggface2_n000495_0123_01.jpg,different,n000495_n000309
164,vggface2_n000004_0176_01.jpg,vggface2_n000060_0157_01.jpg,different,n000004_n000060
165,celeba_1383_050485.jpg,celeba_9042_087440.jpg,different,9042_1383
166,vggface2_n000103_0420_03.jpg,vggface2_n000248_0051_01.jpg,different,n000103_n000248
167,vggface2_n000174_0205_01.jpg,vggface2_n000232_0068_02.jpg,different,n000232_n000174
168,vggface2_n000132_0673_01.jpg,vggface2_n000247_0078_01.jpg,different,n000132_n000247
169,vggface2_n000205_0072_01.jpg,vggface2_n000216_0119_01.jpg,different,n000216_n000205
170,vggface2_n000299_0017_01.jpg,vggface2_n000398_0248_01.jpg,different,n000299_n000398
171,vggface2_n000013_0139_01.jpg,vggface2_n000240_0227_01.jpg,different,n000240_n000013
172,celeba_3959_058091.jpg,celeba_7579_188118.jpg,different,3959_7579
173,lfw_Saddam_Hussein_Saddam_Hussein_0013.jpg,lfw_Vladimir_Putin_Vladimir_Putin_0018.jpg,different,Vladimir_Putin_Saddam_Hussein
174,vggface2_n000391_0231_01.jpg,vggface2_n000494_0209_01.jpg,different,n000494_n000391
175,vggface2_n000099_0145_01.jpg,vggface2_n000176_0199_02.jpg,different,n000099_n000176
176,casia_000986_00081517.jpg,casia_001041_00086318.jpg,different,001041_000986
177,celeba_1024_120436.jpg,celeba_1069_141406.jpg,different,1069_1024
178,lfw_Sean_Patrick_OMalley_Sean_Patrick_OMalley_0001.jpg,lfw_Vladimir_Putin_Vladimir_Putin_0031.jpg,different,Vladimir_Putin_Sean_Patrick_OMalley
179,casia_003230_00198760.jpg,casia_005771_00315632.jpg,different,005771_003230
180,casia_001815_00130652.jpg,casia_003451_00209547.jpg,different,003451_001815
181,vggface2_n000356_0007_01.jpg,vggface2_n000491_0126_01.jpg,different,n000356_n000491
182,vggface2_n000375_0120_01.jpg,vggface2_n000386_0237_02.jpg,different,n000386_n000375
183,casia_000008_00001131.jpg,casia_007918_00403595.jpg,different,000008_007918
184,celeba_209_169750.jpg,celeba_6119_074187.jpg,different,209_6119
185,lfw_Sheryl_Crow_Sheryl_Crow_0008.jpg,lfw_Vojislav_Kostunica_Vojislav_Kostunica_0006.jpg,different,Sheryl_Crow_Vojislav_Kostunica
186,casia_000705_00063627.jpg,casia_006284_00338785.jpg,different,000705_006284
187,celeba_3096_060044.jpg,celeba_9722_121179.jpg,different,3096_9722
188,celeba_1667_013182.jpg,celeba_6821_159033.jpg,different,6821_1667
189,casia_000872_00073207.jpg,casia_001146_00093666.jpg,different,000872_001146
190,vggface2_n000164_0073_01.jpg,vggface2_n000476_0091_01.jpg,different,n000164_n000476
191,casia_000170_00020917.jpg,casia_007858_00401507.jpg,different,007858_000170
192,lfw_Atal_Bihari_Vajpayee_Atal_Bihari_Vajpayee_0006.jpg,lfw_Jeong_Se-hyun_Jeong_Se-hyun_0004.jpg,different,Atal_Bihari_Vajpayee_Jeong_Se-hyun
193,casia_006949_00367956.jpg,casia_009351_00454287.jpg,different,009351_006949
194,celeba_2620_085681.jpg,celeba_4226_062717.jpg,different,4226_2620
195,casia_001989_00138092.jpg,casia_003348_00203874.jpg,different,001989_003348
196,casia_004700_00267139.jpg,casia_004948_00277409.jpg,different,004948_004700
197,lfw_Mike_Babcock_Mike_Babcock_0001.jpg,lfw_Yashwant_Sinha_Yashwant_Sinha_0003.jpg,different,Mike_Babcock_Yashwant_Sinha
198,celeba_5689_144842.jpg,celeba_8699_126186.jpg,different,5689_8699
199,casia_002023_00140374.jpg,casia_010249_00482024.jpg,different,010249_002023
200,casia_007002_00369973.jpg,casia_007245_00379680.jpg,different,007002_007245
201,vggface2_n000065_0232_01.jpg,vggface2_n000087_0088_01.jpg,different,n000065_n000087
202,lfw_Michael_Chiklis_Michael_Chiklis_0004.jpg,lfw_Muhammad_Saeed_al-Sahhaf_Muhammad_Saeed_al-Sahhaf_0002.jpg,different,Muhammad_Saeed_al-Sahhaf_Michael_Chiklis
203,lfw_Chen_Shui-bian_Chen_Shui-bian_0004.jpg,lfw_Pat_Burns_Pat_Burns_0001.jpg,different,Chen_Shui-bian_Pat_Burns
204,lfw_Marco_Antonio_Barrera_Marco_Antonio_Barrera_0006.jpg,lfw_Ron_Dittemore_Ron_Dittemore_0004.jpg,different,Ron_Dittemore_Marco_Antonio_Barrera
205,lfw_Carlos_Ortega_Carlos_Ortega_0002.jpg,lfw_Gerry_Adams_Gerry_Adams_0005.jpg,different,Carlos_Ortega_Gerry_Adams
206,celeba_3562_008135.jpg,celeba_4077_181348.jpg,different,3562_4077
207,casia_005065_00283424.jpg,casia_006068_00328963.jpg,different,006068_005065
208,casia_002439_00161226.jpg,casia_002629_00169952.jpg,different,002439_002629
209,vggface2_n000282_0001_02.jpg,vggface2_n000430_0183_02.jpg,different,n000430_n000282
210,celeba_1117_165440.jpg,celeba_9859_185603.jpg,different,1117_9859
211,celeba_1051_156095.jpg,celeba_798_064185.jpg,different,1051_798
212,casia_007090_00374104.jpg,casia_009268_00451783.jpg,different,007090_009268
213,casia_000528_00050820.jpg,casia_001226_00100449.jpg,different,000528_001226
214,lfw_Luis_Ernesto_Derbez_Bautista_Luis_Ernesto_Derbez_Bautista_0003.jpg,lfw_Roh_Moo-hyun_Roh_Moo-hyun_0007.jpg,different,Roh_Moo-hyun_Luis_Ernesto_Derbez_Bautista
215,vggface2_n000286_0040_01.jpg,vggface2_n000286_0146_02.jpg,same,n000286
216,celeba_3043_056087.jpg,celeba_7754_097890.jpg,different,3043_7754
217,lfw_Guillermo_Canas_Guillermo_Canas_0001.jpg,lfw_Nancy_Reagan_Nancy_Reagan_0002.jpg,different,Guillermo_Canas_Nancy_Reagan
218,celeba_2768_006498.jpg,celeba_4085_060016.jpg,different,4085_2768
219,celeba_7693_151761.jpg,celeba_8745_196907.jpg,different,7693_8745
220,casia_002874_00182982.jpg,casia_005033_00281876.jpg,different,002874_005033
221,vggface2_n000061_0078_02.jpg,vggface2_n000121_0033_01.jpg,different,n000121_n000061
222,lfw_James_Kelly_James_Kelly_0006.jpg,lfw_Pervez_Musharraf_Pervez_Musharraf_0001.jpg,different,James_Kelly_Pervez_Musharraf
223,celeba_3766_064038.jpg,celeba_4947_076855.jpg,different,4947_3766
224,lfw_Bill_Clinton_Bill_Clinton_0007.jpg,lfw_Conchita_Martinez_Conchita_Martinez_0002.jpg,different,Bill_Clinton_Conchita_Martinez
225,celeba_4406_081375.jpg,celeba_8541_197985.jpg,different,4406_8541
226,celeba_281_064813.jpg,celeba_4331_182328.jpg,different,281_4331
227,casia_001397_00111044.jpg,casia_007174_00377359.jpg,different,001397_007174
228,celeba_4453_173024.jpg,celeba_6020_023832.jpg,different,6020_4453
229,lfw_Arnold_Schwarzenegger_Arnold_Schwarzenegger_0041.jpg,lfw_Rafael_Ramirez_Rafael_Ramirez_0004.jpg,different,Arnold_Schwarzenegger_Rafael_Ramirez
230,vggface2_n000142_0266_01.jpg,vggface2_n000413_0327_04.jpg,different,n000142_n000413
231,lfw_Britney_Spears_Britney_Spears_0005.jpg,lfw_JK_Rowling_JK_Rowling_0001.jpg,different,JK_Rowling_Britney_Spears
232,casia_002337_00155561.jpg,casia_008100_00410708.jpg,different,008100_002337
233,celeba_1560_056033.jpg,celeba_6597_106540.jpg,different,6597_1560
234,lfw_Abdel_Nasser_Assidi_Abdel_Nasser_Assidi_0001.jpg,lfw_Lindsay_Davenport_Lindsay_Davenport_0021.jpg,different,Lindsay_Davenport_Abdel_Nasser_Assidi
235,casia_000223_00027308.jpg,casia_004968_00278464.jpg,different,000223_004968
236,lfw_Mahmoud_Abbas_Mahmoud_Abbas_0007.jpg,lfw_Prince_Harry_Prince_Harry_0003.jpg,different,Prince_Harry_Mahmoud_Abbas
237,casia_006337_00341912.jpg,casia_010231_00481534.jpg,different,006337_010231
238,celeba_2299_162703.jpg,celeba_4610_156446.jpg,different,2299_4610
239,vggface2_n000210_0158_01.jpg,vggface2_n000477_0180_01.jpg,different,n000477_n000210
240,casia_000693_00062856.jpg,casia_001981_00137753.jpg,different,001981_000693
241,vggface2_n000402_0374_01.jpg,vggface2_n000402_0151_03.jpg,same,n000402
242,celeba_3155_163919.jpg,celeba_6190_188660.jpg,different,3155_6190
243,casia_003935_00230620.jpg,casia_008241_00415278.jpg,different,003935_008241
244,lfw_Ann_Veneman_Ann_Veneman_0007.jpg,lfw_Donald_Rumsfeld_Donald_Rumsfeld_0085.jpg,different,Donald_Rumsfeld_Ann_Veneman
245,celeba_5381_107058.jpg,celeba_914_170432.jpg,different,5381_914
246,lfw_Charlton_Heston_Charlton_Heston_0004.jpg,lfw_George_W_Bush_George_W_Bush_0412.jpg,different,Charlton_Heston_George_W_Bush
247,celeba_1270_154795.jpg,celeba_8954_056161.jpg,different,1270_8954
248,lfw_Giuseppe_Gibilisco_Giuseppe_Gibilisco_0003.jpg,lfw_John_Allen_Muhammad_John_Allen_Muhammad_0008.jpg,different,John_Allen_Muhammad_Giuseppe_Gibilisco
249,celeba_1601_014664.jpg,celeba_4647_057813.jpg,different,4647_1601
250,casia_003728_00221778.jpg,casia_010524_00489297.jpg,different,003728_010524
251,casia_006575_00352158.jpg,casia_008330_00418457.jpg,different,006575_008330
252,lfw_Pedro_Solbes_Pedro_Solbes_0003.jpg,lfw_Venus_Williams_Venus_Williams_0003.jpg,different,Venus_Williams_Pedro_Solbes
253,lfw_George_W_Bush_George_W_Bush_0195.jpg,lfw_Jessica_Alba_Jessica_Alba_0001.jpg,different,George_W_Bush_Jessica_Alba
254,vggface2_n000171_0185_01.jpg,vggface2_n000234_0609_01.jpg,different,n000234_n000171
255,celeba_3695_100040.jpg,celeba_5227_035204.jpg,different,3695_5227
256,casia_003469_00210326.jpg,casia_004992_00280035.jpg,different,004992_003469
257,casia_000013_00001702.jpg,casia_000284_00033307.jpg,different,000013_000284
258,celeba_1338_069942.jpg,celeba_5246_068359.jpg,different,5246_1338
259,lfw_Colin_Powell_Colin_Powell_0129.jpg,lfw_Martha_Bowen_Martha_Bowen_0001.jpg,different,Martha_Bowen_Colin_Powell
260,vggface2_n000346_0026_01.jpg,vggface2_n000372_0064_01.jpg,different,n000372_n000346
261,casia_000084_00012806.jpg,casia_001950_00136397.jpg,different,000084_001950
262,celeba_10055_010554.jpg,celeba_7745_189946.jpg,different,10055_7745
263,vggface2_n000134_0078_01.jpg,vggface2_n000488_0026_01.jpg,different,n000488_n000134
264,vggface2_n000041_0089_04.jpg,vggface2_n000241_0047_01.jpg,different,n000041_n000241
265,lfw_Jim_Furyk_Jim_Furyk_0004.jpg,lfw_Joschka_Fischer_Joschka_Fischer_0002.jpg,different,Jim_Furyk_Joschka_Fischer
266,lfw_Fernando_Gonzalez_Fernando_Gonzalez_0008.jpg,lfw_Vaclav_Havel_Vaclav_Havel_0008.jpg,different,Fernando_Gonzalez_Vaclav_Havel
267,celeba_3413_096870.jpg,celeba_8479_195826.jpg,different,3413_8479
268,celeba_6755_140566.jpg,celeba_9987_099346.jpg,different,9987_6755
269,casia_001693_00125067.jpg,casia_006023_00326713.jpg,different,001693_006023
