index,A,B,ground_truth,celeb_id
33,lfw_John_Bolton_John_Bolton_0004.jpg,lfw_Robbie_Fowler_Robbie_Fowler_0002.jpg,different,John_Bolton_Robbie_Fowler
34,celeba_2084_025667.jpg,celeba_4919_022719.jpg,different,2084_4919
35,lfw_Dominique_de_Villepin_Dominique_de_Villepin_0015.jpg,lfw_Mohammad_Khatami_Mohammad_Khatami_0005.jpg,different,Dominique_de_Villepin_Mohammad_Khatami
36,casia_000194_00024026.jpg,casia_007155_00376621.jpg,different,000194_007155
37,celeba_1090_173802.jpg,celeba_2811_052201.jpg,different,2811_1090
38,casia_000774_00066736.jpg,casia_001759_00127401.jpg,different,001759_000774
39,celeba_1497_169879.jpg,celeba_3968_052144.jpg,different,1497_3968
40,vggface2_n000119_0130_01.jpg,vggface2_n000327_0322_02.jpg,different,n000119_n000327
41,vggface2_n000402_0137_01.jpg,vggface2_n000402_0134_01.jpg,same,n000402
42,vggface2_n000075_0023_01.jpg,vggface2_n000186_0288_01.jpg,different,n000186_n000075
43,lfw_King_Abdullah_II_King_Abdullah_II_0001.jpg,lfw_Pierce_Brosnan_Pierce_Brosnan_0007.jpg,different,King_Abdullah_II_Pierce_Brosnan
44,celeba_2482_162336.jpg,celeba_8495_184700.jpg,different,8495_2482
45,celeba_3597_158264.jpg,celeba_4412_161354.jpg,different,4412_3597
46,lfw_George_HW_Bush_George_HW_Bush_0003.jpg,lfw_Thomas_Wyman_Thomas_Wyman_0002.jpg,different,Thomas_Wyman_George_HW_Bush
47,celeba_10154_188311.jpg,celeba_3616_034955.jpg,different,10154_3616
48,celeba_4117_150942.jpg,celeba_5383_191866.jpg,different,4117_5383
49,lfw_Larry_Thompson_Larry_Thompson_0002.jpg,lfw_S_Jayakumar_S_Jayakumar_0002.jpg,different,Larry_Thompson_S_Jayakumar
50,casia_000145_00018890.jpg,casia_000322_00035976.jpg,different,000145_000322
51,casia_000789_00067315.jpg,casia_003639_00217511.jpg,different,000789_003639
52,vggface2_n000241_0225_01.jpg,vggface2_n000444_0133_01.jpg,different,n000241_n000444
53,celeba_5503_056724.jpg,celeba_7716_088474.jpg,different,7716_5503
54,vggface2_n000032_0197_01.jpg,vggface2_n000190_0141_02.jpg,different,n000190_n000032
55,vggface2_n000141_0022_01.jpg,vggface2_n000348_0385_01.jpg,different,n000141_n000348
56,lfw_James_Blake_James_Blake_0008.jpg,lfw_Uma_Thurman_Uma_Thurman_0002.jpg,different,Uma_Thurman_James_Blake
57,lfw_Colin_Farrell_Colin_Farrell_0003.jpg,lfw_Matt_Damon_Matt_Damon_0001.jpg,different,Matt_Damon_Colin_Farrell
58,celeba_1208_138659.jpg,celeba_3785_007236.jpg,different,3785_1208
59,vggface2_n000196_0032_02.jpg,vggface2_n000376_0118_01.jpg,different,n000196_n000376
60,celeba_3597_081778.jpg,celeba_7623_041353.jpg,different,7623_3597
61,casia_005513_00304080.jpg,casia_006475_00348252.jpg,different,005513_006475
62,lfw_Queen_Elizabeth_II_Queen_Elizabeth_II_0004.jpg,lfw_Sourav_Ganguly_Sourav_Ganguly_0001.jpg,different,Sourav_Ganguly_Queen_Elizabeth_II
63,vggface2_n000116_0282_01.jpg,vggface2_n000337_0307_01.jpg,different,n000337_n000116
64,casia_000764_00066177.jpg,casia_001163_00095279.jpg,different,000764_001163
65,lfw_Abel_Pacheco_Abel_Pacheco_0004.jpg,lfw_Paul_Gascoigne_Paul_Gascoigne_0001.jpg,different,Paul_Gascoigne_Abel_Pacheco
66,casia_005296_00294319.jpg,casia_009667_00463884.jpg,different,005296_009667
67,lfw_Shannon_OBrien_Shannon_OBrien_0001.jpg,lfw_Vicente_Fox_Vicente_Fox_0026.jpg,different,Vicente_Fox_Shannon_OBrien
68,celeba_5609_135680.jpg,celeba_7231_055308.jpg,different,7231_5609
69,lfw_Jack_Nicholson_Jack_Nicholson_0002.jpg,lfw_Jennifer_Aniston_Jennifer_Aniston_0009.jpg,different,Jack_Nicholson_Jennifer_Aniston
70,vggface2_n000060_0346_01.jpg,vggface2_n000458_0011_01.jpg,different,n000458_n000060
71,celeba_3268_060435.jpg,celeba_9054_012013.jpg,different,9054_3268
72,lfw_Gerry_Adams_Gerry_Adams_0006.jpg,lfw_Prince_Edward_Prince_Edward_0001.jpg,different,Prince_Edward_Gerry_Adams
73,casia_000306_00034702.jpg,casia_005627_00309589.jpg,different,000306_005627
74,lfw_Leander_Paes_Leander_Paes_0002.jpg,lfw_Sally_Kirkland_Sally_Kirkland_0004.jpg,different,Sally_Kirkland_Leander_Paes
75,lfw_Bill_Parcells_Bill_Parcells_0002.jpg,lfw_Georgi_Parvanov_Georgi_Parvanov_0001.jpg,different,Bill_Parcells_Georgi_Parvanov
76,lfw_Laura_Bush_Laura_Bush_0025.jpg,lfw_Laura_Bush_Laura_Bush_0032.jpg,same,Laura_Bush
77,vggface2_n000172_0155_01.jpg,vggface2_n000356_0163_01.jpg,different,n000172_n000356
78,celeba_5715_049915.jpg,celeba_6210_114846.jpg,different,6210_5715
79,lfw_James_Schultz_James_Schultz_0001.jpg,lfw_Meryl_Streep_Meryl_Streep_0012.jpg,different,Meryl_Streep_James_Schultz
80,celeba_2993_046811.jpg,celeba_8215_185804.jpg,different,2993_8215
81,celeba_140_164795.jpg,celeba_2156_155215.jpg,different,2156_140
82,lfw_George_Voinovich_George_Voinovich_0003.jpg,lfw_Mian_Khursheed_Mehmood_Kasuri_Mian_Khursheed_Mehmood_Kasuri_0003.jpg,different,Mian_Khursheed_Mehmood_Kasuri_George_Voinovich
83,celeba_2178_078481.jpg,celeba_3774_068671.jpg,different,2178_3774
84,vggface2_n000426_0166_01.jpg,vggface2_n000438_0314_01.jpg,different,n000426_n000438
85,vggface2_n000173_0431_01.jpg,vggface2_n000301_0120_01.jpg,different,n000301_n000173
86,celeba_2603_073019.jpg,celeba_482_072870.jpg,different,482_2603
87,casia_007854_00401393.jpg,casia_009561_00460704.jpg,different,009561_007854
88,celeba_5218_187701.jpg,celeba_8827_159681.jpg,different,5218_8827
89,vggface2_n000122_0112_01.jpg,vggface2_n000264_0019_01.jpg,different,n000122_n000264
90,lfw_George_W_Bush_George_W_Bush_0371.jpg,lfw_Pete_Carroll_Pete_Carroll_0001.jpg,different,George_W_Bush_Pete_Carroll
91,casia_002549_00166356.jpg,casia_010428_00487116.jpg,different,010428_002549
92,celeba_3746_126930.jpg,celeba_3797_114184.jpg,different,3746_3797
93,lfw_Barbara_Walters_Barbara_Walters_0001.jpg,lfw_Naoto_Kan_Naoto_Kan_0004.jpg,different,Barbara_Walters_Naoto_Kan
94,lfw_James_Ivory_James_Ivory_0001.jpg,lfw_Rob_Marshall_Rob_Marshall_0002.jpg,different,Rob_Marshall_James_Ivory
95,vggface2_n000136_0269_01.jpg,vggface2_n000216_0280_01.jpg,different,n000216_n000136
96,celeba_4095_151829.jpg,celeba_72_152199.jpg,different,72_4095
97,lfw_Johnny_Unitas_Johnny_Unitas_0002.jpg,lfw_Roh_Moo-hyun_Roh_Moo-hyun_0018.jpg,different,Roh_Moo-hyun_Johnny_Unitas
98,celeba_1234_085009.jpg,celeba_5576_200146.jpg,different,5576_1234
99,lfw_Bob_Graham_Bob_Graham_0006.jpg,lfw_Bobby_Goldwater_Bobby_Goldwater_0002.jpg,different,Bobby_Goldwater_Bob_Graham
100,lfw_Celine_Dion_Celine_Dion_0006.jpg,lfw_Keanu_Reeves_Keanu_Reeves_0010.jpg,different,Keanu_Reeves_Celine_Dion
101,celeba_87_106543.jpg,celeba_9791_110511.jpg,different,87_9791
102,vggface2_n000064_0172_02.jpg,vggface2_n000389_0072_04.jpg,different,n000064_n000389
103,vggface2_n000255_0339_01.jpg,vggface2_n000309_0317_01.jpg,different,n000309_n000255
104,celeba_6132_134002.jpg,celeba_9217_199388.jpg,different,9217_6132
105,vggface2_n000305_0432_01.jpg,vggface2_n000434_0275_01.jpg,different,n000305_n000434
106,lfw_Alejandro_Toledo_Alejandro_Toledo_0008.jpg,lfw_Paul_McCartney_Paul_McCartney_0005.jpg,different,Paul_McCartney_Alejandro_Toledo
107,lfw_Edward_James_Olmos_Edward_James_Olmos_0002.jpg,lfw_Joe_Torre_Joe_Torre_0003.jpg,different,Joe_Torre_Edward_James_Olmos
108,lfw_Tony_Blair_Tony_Blair_0108.jpg,lfw_Tony_Blair_Tony_Blair_0003.jpg,same,Tony_Blair
109,vggface2_n000355_0020_01.jpg,vggface2_n000405_0120_01.jpg,different,n000355_n000405
110,lfw_Meryl_Streep_Meryl_Streep_0014.jpg,lfw_Rolf_Eckrodt_Rolf_Eckrodt_0002.jpg,different,Rolf_Eckrodt_Meryl_Streep
111,celeba_5391_070766.jpg,celeba_8735_000930.jpg,different,5391_8735
112,casia_003801_00225386.jpg,casia_007144_00376236.jpg,different,003801_007144
113,vggface2_n000035_0039_01.jpg,vggface2_n000035_0131_01.jpg,same,n000035
114,vggface2_n000166_0159_03.jpg,vggface2_n000240_0037_01.jpg,different,n000166_n000240
115,casia_008465_00423153.jpg,casia_009307_00453019.jpg,different,009307_008465
116,vggface2_n000206_0143_01.jpg,vggface2_n000316_0384_01.jpg,different,n000316_n000206
117,celeba_2806_111868.jpg,celeba_347_007070.jpg,different,347_2806
118,celeba_6628_098020.jpg,celeba_977_065184.jpg,different,977_6628
119,celeba_2507_155985.jpg,celeba_7266_196078.jpg,different,7266_2507
120,lfw_John_Allen_Muhammad_John_Allen_Muhammad_0004.jpg,lfw_Xavier_Malisse_Xavier_Malisse_0003.jpg,different,Xavier_Malisse_John_Allen_Muhammad
121,lfw_Donald_Rumsfeld_Donald_Rumsfeld_0070.jpg,lfw_Warren_Buffett_Warren_Buffett_0002.jpg,different,Donald_Rumsfeld_Warren_Buffett
122,vggface2_n000297_0292_01.jpg,vggface2_n000431_0075_01.jpg,different,n000297_n000431
123,vggface2_n000235_0055_01.jpg,vggface2_n000488_0087_01.jpg,different,n000235_n000488
124,vggface2_n000024_0228_01.jpg,vggface2_n000208_0232_01.jpg,different,n000208_n000024
125,celeba_1188_182546.jpg,celeba_3135_098385.jpg,different,3135_1188
126,vggface2_n000096_0195_01.jpg,vggface2_n000440_0341_01.jpg,different,n000440_n000096
127,vggface2_n000423_0028_02.jpg,vggface2_n000423_0354_02.jpg,same,n000423
128,celeba_2175_039947.jpg,celeba_532_182608.jpg,different,532_2175
129,celeba_5820_184987.jpg,celeba_9332_202502.jpg,different,5820_9332
130,vggface2_n000358_0005_01.jpg,vggface2_n000412_0100_02.jpg,different,n000358_n000412
131,casia_001215_00099562.jpg,casia_004038_00235967.jpg,different,001215_004038
132,lfw_Adel_Al-Jubeir_Adel_Al-Jubeir_0001.jpg,lfw_Joan_Laporta_Joan_Laporta_0007.jpg,different,Joan_Laporta_Adel_Al-Jubeir
133,celeba_836_180224.jpg,celeba_9682_057571.jpg,different,836_9682
134,celeba_1795_150914.jpg,celeba_5264_025354.jpg,different,5264_1795
135,lfw_Jan-Michael_Gambill_Jan-Michael_Gambill_0002.jpg,lfw_Junichiro_Koizumi_Junichiro_Koizumi_0004.jpg,different,Jan-Michael_Gambill_Junichiro_Koizumi
136,lfw_Arminio_Fraga_Arminio_Fraga_0001.jpg,lfw_David_Stern_David_Stern_0003.jpg,different,Arminio_Fraga_David_Stern
137,celeba_1465_048536.jpg,celeba_3693_123289.jpg,different,3693_1465
138,lfw_Jamie_Villafane_Jamie_Villafane_0001.jpg,lfw_Kemal_Dervis_Kemal_Dervis_0002.jpg,different,Kemal_Dervis_Jamie_Villafane
139,celeba_1537_095639.jpg,celeba_1849_178707.jpg,different,1537_1849
140,vggface2_n000130_0158_02.jpg,vggface2_n000130_0061_01.jpg,same,n000130
141,celeba_3656_015185.jpg,celeba_4281_008332.jpg,different,4281_3656
142,vggface2_n000257_0127_01.jpg,vggface2_n000326_0291_01.jpg,different,n000257_n000326
143,casia_001014_00083708.jpg,casia_002128_00145685.jpg,different,002128_001014
144,vggface2_n000068_0238_01.jpg,vggface2_n000115_0174_01.jpg,different,n000115_n000068
145,vggface2_n000008_0176_01.jpg,vggface2_n000185_0282_01.jpg,different,n000008_n000185
146,celeba_2211_170514.jpg,celeba_4920_016323.jpg,different,2211_4920
147,lfw_Catherine_Zeta-Jones_Catherine_Zeta-Jones_0009.jpg,lfw_Gerhard_Schroeder_Gerhard_Schroeder_0080.jpg,different,Gerhard_Schroeder_Catherine_Zeta-Jones
148,lfw_Colin_Powell_Colin_Powell_0136.jpg,lfw_Mark_Richt_Mark_Richt_0002.jpg,different,Colin_Powell_Mark_Richt
149,vggface2_n000426_0386_01.jpg,vggface2_n000486_0151_01.jpg,different,n000426_n000486
150,vggface2_n000206_0228_01.jpg,vggface2_n000379_0097_01.jpg,different,n000379_n000206
151,vggface2_n000015_0036_01.jpg,vggface2_n000188_0028_01.jpg,different,n000015_n000188
152,casia_000085_00012996.jpg,casia_006621_00354006.jpg,different,000085_006621
153,lfw_Jose_Maria_Aznar_Jose_Maria_Aznar_0020.jpg,lfw_Tung_Chee-hwa_Tung_Chee-hwa_0002.jpg,different,Jose_Maria_Aznar_Tung_Chee-hwa
154,lfw_Bob_Stoops_Bob_Stoops_0004.jpg,lfw_Omar_Sharif_Omar_Sharif_0001.jpg,different,Bob_Stoops_Omar_Sharif
155,vggface2_n000176_0170_01.jpg,vggface2_n000298_0250_01.jpg,different,n000298_n000176
156,casia_001384_00110616.jpg,casia_006361_00343255.jpg,different,006361_001384
157,casia_000700_00063442.jpg,casia_001727_00126287.jpg,different,001727_000700
158,celeba_10085_144620.jpg,celeba_5672_122428.jpg,different,5672_10085
159,celeba_3207_127249.jpg,celeba_5850_031428.jpg,different,3207_5850
160,lfw_Abdullah_Gul_Abdullah_Gul_0012.jpg,lfw_Iain_Duncan_Smith_Iain_Duncan_Smith_0002.jpg,different,Abdullah_Gul_Iain_Duncan_Smith
161,vggface2_n000055_0457_01.jpg,vggface2_n000434_0204_01.jpg,different,n000434_n000055
162,celeba_7099_019762.jpg,celeba_8307_196861.jpg,different,8307_7099
163,celeba_3866_155850.jpg,celeba_8468_099715.jpg,different,8468_3866
164,vggface2_n000351_0048_01.jpg,vggface2_n000455_0140_02.jpg,different,n000351_n000455
165,vggface2_n000217_0217_01.jpg,vggface2_n000406_0027_01.jpg,different,n000217_n000406
166,celeba_1189_096737.jpg,celeba_5848_094603.jpg,different,1189_5848
167,celeba_326_144128.jpg,celeba_5114_082210.jpg,different,326_5114
168,celeba_2557_172749.jpg,celeba_6267_193062.jpg,different,2557_6267
169,casia_000660_00060632.jpg,casia_010472_00488016.jpg,different,010472_000660
170,lfw_Guillermo_Coria_Guillermo_Coria_0013.jpg,lfw_Kurt_Warner_Kurt_Warner_0002.jpg,different,Kurt_Warner_Guillermo_Coria
171,lfw_Mohammad_Khatami_Mohammad_Khatami_0003.jpg,lfw_Roger_Moore_Roger_Moore_0004.jpg,different,Roger_Moore_Mohammad_Khatami
172,vggface2_n000316_0518_06.jpg,vggface2_n000316_0089_01.jpg,same,n000316
173,celeba_3361_069202.jpg,celeba_5029_043598.jpg,different,3361_5029
174,lfw_Maria_Shriver_Maria_Shriver_0001.jpg,lfw_Tom_Ridge_Tom_Ridge_0029.jpg,different,Maria_Shriver_Tom_Ridge
175,lfw_Akbar_Hashemi_Rafsanjani_Akbar_Hashemi_Rafsanjani_0001.jpg,lfw_Jean_Charest_Jean_Charest_0015.jpg,different,Jean_Charest_Akbar_Hashemi_Rafsanjani
176,lfw_Carmen_Electra_Carmen_Electra_0006.jpg,lfw_John_Snow_John_Snow_0004.jpg,different,Carmen_Electra_John_Snow
177,vggface2_n000066_0037_01.jpg,vggface2_n000286_0425_02.jpg,different,n000066_n000286
178,vggface2_n000065_0145_01.jpg,vggface2_n000140_0222_01.jpg,different,n000140_n000065
179,lfw_Jennifer_Capriati_Jennifer_Capriati_0029.jpg,lfw_Jennifer_Capriati_Jennifer_Capriati_0032.jpg,same,Jennifer_Capriati
180,lfw_Angelina_Jolie_Angelina_Jolie_0011.jpg,lfw_Gary_Forsee_Gary_Forsee_0001.jpg,different,Gary_Forsee_Angelina_Jolie
181,lfw_Caroline_Kennedy_Caroline_Kennedy_0003.jpg,lfw_Mike_Krzyzewski_Mike_Krzyzewski_0001.jpg,different,Mike_Krzyzewski_Caroline_Kennedy
182,celeba_1683_144282.jpg,celeba_5174_186606.jpg,different,1683_5174
183,casia_000256_00030867.jpg,casia_001504_00115626.jpg,different,001504_000256
184,casia_004031_00235515.jpg,casia_005996_00325759.jpg,different,005996_004031
185,celeba_5581_046174.jpg,celeba_7126_057069.jpg,different,7126_5581
186,celeba_2243_003869.jpg,celeba_5783_073035.jpg,different,5783_2243
187,casia_000377_00039450.jpg,casia_000872_00073496.jpg,different,000872_000377
188,vggface2_n000099_0066_01.jpg,vggface2_n000262_0313_01.jpg,different,n000262_n000099
189,vggface2_n000107_0328_01.jpg,vggface2_n000331_0449_01.jpg,different,n000331_n000107
190,casia_001704_00125542.jpg,casia_005646_00310323.jpg,different,001704_005646
191,vggface2_n000098_0044_01.jpg,vggface2_n000332_0191_01.jpg,different,n000098_n000332
192,casia_006518_00350003.jpg,casia_008867_00438163.jpg,different,008867_006518
193,lfw_James_Traficant_James_Traficant_0001.jpg,lfw_Naji_Sabri_Naji_Sabri_0004.jpg,different,James_Traficant_Naji_Sabri
194,lfw_John_Garamendi_John_Garamendi_0001.jpg,lfw_Michael_Chang_Michael_Chang_0005.jpg,different,Michael_Chang_John_Garamendi
195,vggface2_n000074_0248_01.jpg,vggface2_n000214_0101_01.jpg,different,n000214_n000074
196,casia_006100_00330880.jpg,casia_008146_00412315.jpg,different,008146_006100
197,vggface2_n000045_0112_03.jpg,vggface2_n000114_0092_02.jpg,different,n000045_n000114
198,lfw_Andrew_Cuomo_Andrew_Cuomo_0002.jpg,lfw_Jacques_Chirac_Jacques_Chirac_0039.jpg,different,Jacques_Chirac_Andrew_Cuomo
199,vggface2_n000241_0072_01.jpg,vggface2_n000372_0082_02.jpg,different,n000241_n000372
200,lfw_Sebastian_Saja_Sebastian_Saja_0003.jpg,lfw_Vicki_Zhao_Wei_Vicki_Zhao_Wei_0001.jpg,different,Sebastian_Saja_Vicki_Zhao_Wei
201,celeba_4417_015980.jpg,celeba_4544_111039.jpg,different,4417_4544
202,casia_004409_00254799.jpg,casia_010359_00485268.jpg,different,010359_004409
203,lfw_Binyamin_Ben-Eliezer_Binyamin_Ben-Eliezer_0002.jpg,lfw_Salma_Hayek_Salma_Hayek_0009.jpg,different,Salma_Hayek_Binyamin_Ben-Eliezer
204,celeba_2702_135123.jpg,celeba_3941_069484.jpg,different,2702_3941
205,lfw_Chen_Liang_Yu_Chen_Liang_Yu_0001.jpg,lfw_Mukesh_Ambani_Mukesh_Ambani_0002.jpg,different,Chen_Liang_Yu_Mukesh_Ambani
206,lfw_Edmund_Stoiber_Edmund_Stoiber_0001.jpg,lfw_Ralf_Schumacher_Ralf_Schumacher_0003.jpg,different,Ralf_Schumacher_Edmund_Stoiber
207,lfw_Ali_Naimi_Ali_Naimi_0003.jpg,lfw_James_Cunningham_James_Cunningham_0002.jpg,different,Ali_Naimi_James_Cunningham
208,celeba_5385_200754.jpg,celeba_7178_028418.jpg,different,7178_5385
209,lfw_Mireya_Moscoso_Mireya_Moscoso_0001.jpg,lfw_Nestor_Kirchner_Nestor_Kirchner_0034.jpg,different,Nestor_Kirchner_Mireya_Moscoso
210,lfw_Jake_Gyllenhaal_Jake_Gyllenhaal_0003.jpg,lfw_Julianna_Margulies_Julianna_Margulies_0001.jpg,different,Jake_Gyllenhaal_Julianna_Margulies
211,celeba_3528_116018.jpg,celeba_7348_117602.jpg,different,7348_3528
212,lfw_Bill_Simon_Bill_Simon_0011.jpg,lfw_Paul_Patton_Paul_Patton_0001.jpg,different,Bill_Simon_Paul_Patton
213,casia_000097_00014471.jpg,casia_000936_00077256.jpg,different,000097_000936
214,celeba_3006_013654.jpg,celeba_3006_082720.jpg,same,3006
215,celeba_1946_069437.jpg,celeba_33_065326.jpg,different,33_1946
216,celeba_3656_114868.jpg,celeba_8533_194394.jpg,different,3656_8533
217,celeba_7159_081715.jpg,celeba_8864_139646.jpg,different,7159_8864
218,lfw_Robert_Kocharian_Robert_Kocharian_0005.jpg,lfw_William_Macy_William_Macy_0005.jpg,different,Robert_Kocharian_William_Macy
219,casia_001379_00110431.jpg,casia_007148_00376394.jpg,different,001379_007148
220,vggface2_n000054_0282_01.jpg,vggface2_n000265_0178_01.jpg,different,n000265_n000054
221,lfw_Edmund_Hillary_Edmund_Hillary_0002.jpg,lfw_Ronaldo_Luis_Nazario_de_Lima_Ronaldo_Luis_Nazario_de_Lima_0002.jpg,different,Ronaldo_Luis_Nazario_de_Lima_Edmund_Hillary
222,celeba_2704_164428.jpg,celeba_2767_105163.jpg,different,2704_2767
223,lfw_Bob_Beauprez_Bob_Beauprez_0002.jpg,lfw_Meryl_Streep_Meryl_Streep_0004.jpg,different,Bob_Beauprez_Meryl_Streep
224,vggface2_n000274_0476_02.jpg,vggface2_n000310_0019_01.jpg,different,n000274_n000310
225,casia_006455_00347603.jpg,casia_006647_00355110.jpg,different,006455_006647
226,vggface2_n000251_0080_02.jpg,vggface2_n000251_0256_02.jpg,same,n000251
227,celeba_3114_143166.jpg,celeba_5770_187052.jpg,different,3114_5770
228,casia_001426_00112322.jpg,casia_004127_00240274.jpg,different,004127_001426
229,vggface2_n000329_0163_01.jpg,vggface2_n000490_0115_01.jpg,different,n000329_n000490
230,casia_002768_00178350.jpg,casia_004310_00249185.jpg,different,004310_002768
231,lfw_John_Warner_John_Warner_0001.jpg,lfw_Queen_Elizabeth_II_Queen_Elizabeth_II_0006.jpg,different,Queen_Elizabeth_II_John_Warner
232,lfw_Colin_Powell_Colin_Powell_0025.jpg,lfw_Yevgeny_Kafelnikov_Yevgeny_Kafelnikov_0001.jpg,different,Yevgeny_Kafelnikov_Colin_Powell
233,celeba_2033_145537.jpg,celeba_5230_006957.jpg,different,5230_2033
234,lfw_Jeanne_Moreau_Jeanne_Moreau_0002.jpg,lfw_Win_Aung_Win_Aung_0001.jpg,different,Jeanne_Moreau_Win_Aung
235,lfw_Junichiro_Koizumi_Junichiro_Koizumi_0034.jpg,lfw_Robert_Redford_Robert_Redford_0007.jpg,different,Robert_Redford_Junichiro_Koizumi
236,celeba_4513_140021.jpg,celeba_7427_069947.jpg,different,7427_4513
237,casia_003918_00229691.jpg,casia_007334_00382996.jpg,different,003918_007334
238,vggface2_n000367_0117_01.jpg,vggface2_n000485_0018_02.jpg,different,n000485_n000367
239,celeba_4968_082229.jpg,celeba_5113_189623.jpg,different,5113_4968
240,celeba_6676_191137.jpg,celeba_6963_126746.jpg,different,6676_6963
241,celeba_53_096788.jpg,celeba_8100_024449.jpg,different,53_8100
242,celeba_4696_169320.jpg,celeba_6995_049829.jpg,different,6995_4696
243,vggface2_n000006_0418_01.jpg,vggface2_n000034_0048_01.jpg,different,n000034_n000006
244,casia_003729_00221847.jpg,casia_007779_00398775.jpg,different,007779_003729
245,vggface2_n000168_0221_01.jpg,vggface2_n000321_0059_01.jpg,different,n000321_n000168
246,celeba_815_024562.jpg,celeba_838_016838.jpg,different,815_838
247,lfw_Jennifer_Aniston_Jennifer_Aniston_0011.jpg,lfw_Stephen_Ambrose_Stephen_Ambrose_0001.jpg,different,Jennifer_Aniston_Stephen_Ambrose
248,casia_002182_00147722.jpg,casia_006014_00326242.jpg,different,006014_002182
249,casia_007650_00394270.jpg,casia_010426_00487019.jpg,different,007650_010426
250,lfw_James_Caan_James_Caan_0003.jpg,lfw_Michael_Schumacher_Michael_Schumacher_0005.jpg,different,Michael_Schumacher_James_Caan
251,vggface2_n000376_0147_01.jpg,vggface2_n000380_0067_01.jpg,different,n000380_n000376
252,casia_002733_00176229.jpg,casia_008817_00436033.jpg,different,002733_008817
253,celeba_6143_082292.jpg,celeba_7955_024481.jpg,different,6143_7955
254,celeba_5185_197097.jpg,celeba_831_029326.jpg,different,831_5185
255,casia_003884_00228504.jpg,casia_008834_00436675.jpg,different,003884_008834
256,casia_000484_00047663.jpg,casia_008782_00434818.jpg,different,000484_008782
257,vggface2_n000067_0428_07.jpg,vggface2_n000364_0057_01.jpg,different,n000067_n000364
